id,title__en,description__en,icon,tags,props__url,props__scheme,props__osi_approved
mulanpsl-1.0,"Mulan Permissive Software License, Version 1",,,all,https://spdx.org/licenses/MulanPSL-1.0,spdx,
mulanpsl-2.0,"Mulan Permissive Software License, Version 2",,,all,https://opensource.org/license/mulanpsl-2-0,spdx,y
multics,Multics License,,,"all,software",https://opensource.org/license/multics-txt,spdx,y
mup,Mup License,,,all,https://spdx.org/licenses/Mup,spdx,
nasa-1.3,NASA Open Source Agreement 1.3,,,"all,software",https://opensource.org/license/nasa1-3-php,spdx,y
nbpl-1.0,Net Boolean Public License v1,,,all,https://spdx.org/licenses/NBPL-1.0,spdx,
ncgl-uk-2.0,Non-Commercial Government Licence,,,all,https://spdx.org/licenses/NCGL-UK-2.0,spdx,
ncsa,University of Illinois/NCSA Open Source License,,,"all,software",https://opensource.org/license/uoi-ncsa-php,spdx,y
ngpl,Nethack General Public License,,,"all,software",https://opensource.org/license/nethack,spdx,y
nist-pd,NIST Public Domain Notice,,,all,https://spdx.org/licenses/NIST-PD,spdx,
nist-pd-fallback,NIST Public Domain Notice with license fallback,,,all,https://spdx.org/licenses/NIST-PD-fallback,spdx,
nlod-1.0,Norwegian Licence for Open Government Data,,,all,https://spdx.org/licenses/NLOD-1.0,spdx,
nlpl,No Limit Public License,,,all,https://spdx.org/licenses/NLPL,spdx,
nosl,Netizen Open Source License,,,"all,software",https://spdx.org/licenses/NOSL,spdx,
npl-1.0,Netscape Public License v1.0,,,all,https://spdx.org/licenses/NPL-1.0,spdx,
npl-1.1,Netscape Public License v1.1,,,all,https://spdx.org/licenses/NPL-1.1,spdx,
nposl-3.0,Non-Profit Open Software License 3.0,,,"all,software",https://opensource.org/license/nposl-3-0,spdx,y
nrl,NRL License,,,all,https://spdx.org/licenses/NRL,spdx,
ntp,NTP License,,,"all,software",https://opensource.org/license/ntp-license-php,spdx,y
ntp-0,NTP No Attribution,,,"all,software",https://spdx.org/licenses/NTP-0,spdx,
naumen,Naumen Public License,,,"all,software",https://opensource.org/license/naumen-php,spdx,y
net-snmp,Net-SNMP License,,,all,https://spdx.org/licenses/Net-SNMP,spdx,
netcdf,NetCDF license,,,all,https://spdx.org/licenses/NetCDF,spdx,
newsletr,Newsletr License,,,all,https://spdx.org/licenses/Newsletr,spdx,
nokia,Nokia Open Source License,,,"all,software",https://opensource.org/license/nokia,spdx,y
noweb,Noweb License,,,all,https://spdx.org/licenses/Noweb,spdx,
o-uda-1.0,Open Use of Data Agreement v1.0,,,all,https://spdx.org/licenses/O-UDA-1.0,spdx,
occt-pl,Open CASCADE Technology Public License,,,all,https://spdx.org/licenses/OCCT-PL,spdx,
oclc-2.0,OCLC Research Public License 2.0,,,"all,software",https://opensource.org/license/oclc2-php,spdx,y
odc-by-1.0,Open Data Commons Attribution License v1.0,,,"all,data",https://spdx.org/licenses/ODC-By-1.0,spdx,
odbl-1.0,ODC Open Database License v1.0,,,"all,data",https://spdx.org/licenses/ODbL-1.0,spdx,
ofl-1.0,SIL Open Font License 1.0,,,"all,software",https://spdx.org/licenses/OFL-1.0,spdx,
ofl-1.0-rfn,SIL Open Font License 1.0 with Reserved Font Name,,,"all,software",https://spdx.org/licenses/OFL-1.0-RFN,spdx,
ofl-1.0-no-rfn,SIL Open Font License 1.0 with no Reserved Font Name,,,"all,software",https://spdx.org/licenses/OFL-1.0-no-RFN,spdx,
ofl-1.1,SIL Open Font License 1.1,,,"all,software",https://opensource.org/license/ofl-1-1,spdx,y
ofl-1.1-rfn,SIL Open Font License 1.1 with Reserved Font Name,,,"all,software",https://spdx.org/licenses/OFL-1.1-RFN,spdx,y
ofl-1.1-no-rfn,SIL Open Font License 1.1 with no Reserved Font Name,,,"all,software",https://spdx.org/licenses/OFL-1.1-no-RFN,spdx,y
ogc-1.0,"OGC Software License, Version 1.0",,,"all,software",https://spdx.org/licenses/OGC-1.0,spdx,
ogl-canada-2.0,Open Government Licence - Canada,,,"all,data",https://spdx.org/licenses/OGL-Canada-2.0,spdx,
ogl-uk-1.0,Open Government Licence v1.0,,,"all,data,software",https://spdx.org/licenses/OGL-UK-1.0,spdx,
ogl-uk-2.0,Open Government Licence v2.0,,,"all,data,software",https://spdx.org/licenses/OGL-UK-2.0,spdx,
ogl-uk-3.0,Open Government Licence v3.0,,,"all,data,software",https://spdx.org/licenses/OGL-UK-3.0,spdx,
ogtsl,Open Group Test Suite License,,,"all,software",https://opensource.org/license/opengroup-php,spdx,y
oldap-1.1,Open LDAP Public License v1.1,,,all,https://spdx.org/licenses/OLDAP-1.1,spdx,
oldap-1.2,Open LDAP Public License v1.2,,,all,https://spdx.org/licenses/OLDAP-1.2,spdx,
oldap-1.3,Open LDAP Public License v1.3,,,all,https://spdx.org/licenses/OLDAP-1.3,spdx,
oldap-1.4,Open LDAP Public License v1.4,,,all,https://spdx.org/licenses/OLDAP-1.4,spdx,
oldap-2.0,Open LDAP Public License v2.0 (or possibly 2.0A and 2.0B),,,all,https://spdx.org/licenses/OLDAP-2.0,spdx,
oldap-2.0.1,Open LDAP Public License v2.0.1,,,all,https://spdx.org/licenses/OLDAP-2.0.1,spdx,
oldap-2.1,Open LDAP Public License v2.1,,,all,https://spdx.org/licenses/OLDAP-2.1,spdx,
oldap-2.2,Open LDAP Public License v2.2,,,all,https://spdx.org/licenses/OLDAP-2.2,spdx,
oldap-2.2.1,Open LDAP Public License v2.2.1,,,all,https://spdx.org/licenses/OLDAP-2.2.1,spdx,
oldap-2.2.2,Open LDAP Public License 2.2.2,,,all,https://spdx.org/licenses/OLDAP-2.2.2,spdx,
oldap-2.3,Open LDAP Public License v2.3,,,all,https://spdx.org/licenses/OLDAP-2.3,spdx,
oldap-2.4,Open LDAP Public License v2.4,,,all,https://spdx.org/licenses/OLDAP-2.4,spdx,
oldap-2.5,Open LDAP Public License v2.5,,,all,https://spdx.org/licenses/OLDAP-2.5,spdx,
oldap-2.6,Open LDAP Public License v2.6,,,all,https://spdx.org/licenses/OLDAP-2.6,spdx,
oldap-2.7,Open LDAP Public License v2.7,,,all,https://spdx.org/licenses/OLDAP-2.7,spdx,
oldap-2.8,Open LDAP Public License v2.8,,,all,https://opensource.org/license/oldap-2-8,spdx,y
oml,Open Market License,,,all,https://spdx.org/licenses/OML,spdx,
opl-1.0,Open Public License v1.0,,,all,https://spdx.org/licenses/OPL-1.0,spdx,
oset-pl-2.1,OSET Public License version 2.1,,,all,https://opensource.org/license/opl-2-1,spdx,y
osl-1.0,Open Software License 1.0,,,"all,software",https://opensource.org/license/osl-1-0,spdx,y
osl-1.1,Open Software License 1.1,,,"all,software",https://spdx.org/licenses/OSL-1.1,spdx,
osl-2.0,Open Software License 2.0,,,"all,software",https://spdx.org/licenses/OSL-2.0,spdx,y
osl-2.1,Open Software License 2.1,,,"all,software",https://opensource.org/license/osl-2-1,spdx,y
osl-3.0,Open Software License 3.0,,,"all,software",https://opensource.org/license/osl-3-0-php,spdx,y
openssl,OpenSSL License,,,all,https://spdx.org/licenses/OpenSSL,spdx,
pddl-1.0,ODC Public Domain Dedication & License 1.0,,,"all,data",https://spdx.org/licenses/PDDL-1.0,spdx,
php-3.0,PHP License v3.0,,,"all,software",https://opensource.org/license/php-3-0,spdx,y
php-3.01,PHP License v3.01,,,"all,software",https://opensource.org/license/php-3-01,spdx,y
psf-2.0,Python Software Foundation License 2.0,,,"all,software",https://spdx.org/licenses/PSF-2.0,spdx,
parity-6.0.0,The Parity Public License 6.0.0,,,all,https://spdx.org/licenses/Parity-6.0.0,spdx,
parity-7.0.0,The Parity Public License 7.0.0,,,all,https://spdx.org/licenses/Parity-7.0.0,spdx,
plexus,Plexus Classworlds License,,,all,https://spdx.org/licenses/Plexus,spdx,
polyform-noncommercial-1.0.0,PolyForm Noncommercial License 1.0.0,,,all,https://spdx.org/licenses/PolyForm-Noncommercial-1.0.0,spdx,
polyform-small-business-1.0.0,PolyForm Small Business License 1.0.0,,,all,https://spdx.org/licenses/PolyForm-Small-Business-1.0.0,spdx,
postgresql,PostgreSQL License,,,"all,software",https://opensource.org/license/postgresql,spdx,y
python-2.0,Python License 2.0,,,"all,software",https://opensource.org/license/python-2.0,spdx,y
qpl-1.0,Q Public License 1.0,,,"all,software",https://opensource.org/license/qpl-1-0,spdx,y
qhull,Qhull License,,,all,https://spdx.org/licenses/Qhull,spdx,
rhecos-1.1,Red Hat eCos Public License v1.1,,,all,https://spdx.org/licenses/RHeCos-1.1,spdx,
rpl-1.1,Reciprocal Public License 1.1,,,"all,software",https://opensource.org/license/rpl-1-1,spdx,y
rpl-1.5,Reciprocal Public License 1.5,,,"all,software",https://opensource.org/license/rpl-1-5,spdx,y
rpsl-1.0,RealNetworks Public Source License v1.0,,,"all,software",https://opensource.org/license/real-php,spdx,y
rsa-md,RSA Message-Digest License,,,all,https://spdx.org/licenses/RSA-MD,spdx,
rscpl,Ricoh Source Code Public License,,,"all,software",https://opensource.org/license/ricohpl-php,spdx,y
rdisc,Rdisc License,,,all,https://spdx.org/licenses/Rdisc,spdx,
ruby,Ruby License,,,all,https://spdx.org/licenses/Ruby,spdx,
sax-pd,Sax Public Domain Notice,,,all,https://spdx.org/licenses/SAX-PD,spdx,
scea,SCEA Shared Source License,,,all,https://spdx.org/licenses/SCEA,spdx,
sgi-b-1.0,SGI Free Software License B v1.0,,,all,https://spdx.org/licenses/SGI-B-1.0,spdx,
sgi-b-1.1,SGI Free Software License B v1.1,,,all,https://spdx.org/licenses/SGI-B-1.1,spdx,
sgi-b-2.0,SGI Free Software License B v2.0,,,all,https://spdx.org/licenses/SGI-B-2.0,spdx,
shl-0.5,Solderpad Hardware License v0.5,,,all,https://spdx.org/licenses/SHL-0.5,spdx,
shl-0.51,"Solderpad Hardware License, Version 0.51",,,all,https://spdx.org/licenses/SHL-0.51,spdx,
sissl,Sun Industry Standards Source License v1.1,,,"all,software",https://opensource.org/license/sissl,spdx,y
sissl-1.2,Sun Industry Standards Source License v1.2,,,"all,software",https://spdx.org/licenses/SISSL-1.2,spdx,
smlnj,Standard ML of New Jersey License,,,all,https://spdx.org/licenses/SMLNJ,spdx,
smppl,Secure Messaging Protocol Public License,,,all,https://spdx.org/licenses/SMPPL,spdx,
snia,SNIA Public License 1.1,,,all,https://spdx.org/licenses/SNIA,spdx,
spl-1.0,Sun Public License v1.0,,,"all,software",https://opensource.org/license/sunpublic-php,spdx,y
ssh-openssh,SSH OpenSSH license,,,all,https://spdx.org/licenses/SSH-OpenSSH,spdx,
ssh-short,SSH short notice,,,all,https://spdx.org/licenses/SSH-short,spdx,
sspl-1.0,"Server Side Public License, v 1",,,all,https://spdx.org/licenses/SSPL-1.0,spdx,
swl,Scheme Widget Library (SWL) Software License Agreement,,,all,https://spdx.org/licenses/SWL,spdx,
saxpath,Saxpath License,,,all,https://spdx.org/licenses/Saxpath,spdx,
sendmail,Sendmail License,,,all,https://spdx.org/licenses/Sendmail,spdx,
sendmail-8.23,Sendmail License 8.23,,,all,https://spdx.org/licenses/Sendmail-8.23,spdx,
simpl-2.0,Simple Public License 2.0,,,"all,software",https://opensource.org/license/simpl-2-0-html,spdx,y
sleepycat,Sleepycat License,,,"all,software",https://opensource.org/license/sleepycat-php,spdx,y
spencer-86,Spencer License 86,,,all,https://spdx.org/licenses/Spencer-86,spdx,
spencer-94,Spencer License 94,,,all,https://spdx.org/licenses/Spencer-94,spdx,
spencer-99,Spencer License 99,,,all,https://spdx.org/licenses/Spencer-99,spdx,
sugarcrm-1.1.3,SugarCRM Public License v1.1.3,,,all,https://spdx.org/licenses/SugarCRM-1.1.3,spdx,
tapr-ohl-1.0,TAPR Open Hardware License v1.0,,,all,https://spdx.org/licenses/TAPR-OHL-1.0,spdx,
tcl,TCL/TK License,,,all,https://spdx.org/licenses/TCL,spdx,
tcp-wrappers,TCP Wrappers License,,,all,https://spdx.org/licenses/TCP-wrappers,spdx,
tmate,TMate Open Source License,,,all,https://spdx.org/licenses/TMate,spdx,
torque-1.1,TORQUE v2.5+ Software License v1.1,,,all,https://spdx.org/licenses/TORQUE-1.1,spdx,
tosl,Trusster Open Source License,,,all,https://spdx.org/licenses/TOSL,spdx,
tu-berlin-1.0,Technische Universitaet Berlin License 1.0,,,all,https://spdx.org/licenses/TU-Berlin-1.0,spdx,
tu-berlin-2.0,Technische Universitaet Berlin License 2.0,,,all,https://spdx.org/licenses/TU-Berlin-2.0,spdx,
ucl-1.0,Upstream Compatibility License v1.0,,,all,https://opensource.org/license/ucl-1-0,spdx,y
upl-1.0,Universal Permissive License v1.0,,,all,https://opensource.org/license/upl,spdx,y
unicode-dfs-2015,Unicode License Agreement - Data Files and Software (2015),,,all,https://spdx.org/licenses/Unicode-DFS-2015,spdx,
unicode-dfs-2016,Unicode License Agreement - Data Files and Software (2016),,,all,https://opensource.org/license/unicode-inc-license-agreement-data-files-and-software,spdx,y
unicode-tou,Unicode Terms of Use,,,all,https://spdx.org/licenses/Unicode-TOU,spdx,
unlicense,The Unlicense,,,all,https://opensource.org/license/unlicense,spdx,y
vostrom,VOSTROM Public License for Open Source,,,all,https://spdx.org/licenses/VOSTROM,spdx,
vsl-1.0,Vovida Software License v1.0,,,"all,software",https://opensource.org/license/vovidapl-php,spdx,y
vim,Vim License,,,all,https://spdx.org/licenses/Vim,spdx,
w3c,W3C Software Notice and License (2002-12-31),,,"all,software",https://opensource.org/license/w3c,spdx,y
w3c-19980720,W3C Software Notice and License (1998-07-20),,,"all,software",https://spdx.org/licenses/W3C-19980720,spdx,
w3c-20150513,W3C Software Notice and Document License (2015-05-13),,,"all,software",https://spdx.org/licenses/W3C-20150513,spdx,
wtfpl,Do What The F*ck You Want To Public License,,,all,https://spdx.org/licenses/WTFPL,spdx,
watcom-1.0,Sybase Open Watcom Public License 1.0,,,"all,software",https://opensource.org/license/sybase-php,spdx,y
wsuipa,Wsuipa License,,,all,https://spdx.org/licenses/Wsuipa,spdx,
x11,X11 License,,,all,https://spdx.org/licenses/X11,spdx,
xfree86-1.1,XFree86 License 1.1,,,all,https://spdx.org/licenses/XFree86-1.1,spdx,
xskat,XSkat License,,,all,https://spdx.org/licenses/XSkat,spdx,
xerox,Xerox License,,,all,https://spdx.org/licenses/Xerox,spdx,
xnet,X.Net License,,,"all,software",https://opensource.org/license/xnet,spdx,y
ypl-1.0,Yahoo! Public License v1.0,,,all,https://spdx.org/licenses/YPL-1.0,spdx,
ypl-1.1,Yahoo! Public License v1.1,,,all,https://spdx.org/licenses/YPL-1.1,spdx,
zpl-1.1,Zope Public License 1.1,,,"all,software",https://spdx.org/licenses/ZPL-1.1,spdx,
zpl-2.0,Zope Public License 2.0,,,"all,software",https://opensource.org/license/zpl-2-0,spdx,y
zpl-2.1,Zope Public License 2.1,,,"all,software",https://opensource.org/license/zpl-2-1,spdx,y
zed,Zed License,,,all,https://spdx.org/licenses/Zed,spdx,
zend-2.0,Zend License v2.0,,,all,https://spdx.org/licenses/Zend-2.0,spdx,
zimbra-1.3,Zimbra Public License v1.3,,,all,https://spdx.org/licenses/Zimbra-1.3,spdx,
zimbra-1.4,Zimbra Public License v1.4,,,all,https://spdx.org/licenses/Zimbra-1.4,spdx,
zlib,zlib License,,,"all,software",https://opensource.org/license/zlib,spdx,y
blessing,SQLite Blessing,,,all,https://spdx.org/licenses/blessing,spdx,
bzip2-1.0.5,bzip2 and libbzip2 License v1.0.5,,,all,https://spdx.org/licenses/bzip2-1.0.5,spdx,
bzip2-1.0.6,bzip2 and libbzip2 License v1.0.6,,,all,https://spdx.org/licenses/bzip2-1.0.6,spdx,
copyleft-next-0.3.0,copyleft-next 0.3.0,,,all,https://spdx.org/licenses/copyleft-next-0.3.0,spdx,
copyleft-next-0.3.1,copyleft-next 0.3.1,,,all,https://spdx.org/licenses/copyleft-next-0.3.1,spdx,
curl,curl License,,,all,https://spdx.org/licenses/curl,spdx,
diffmark,diffmark license,,,all,https://spdx.org/licenses/diffmark,spdx,
dvipdfm,dvipdfm License,,,all,https://spdx.org/licenses/dvipdfm,spdx,
egenix,eGenix.com Public License 1.1.0,,,all,https://spdx.org/licenses/eGenix,spdx,
etalab-2.0,Etalab Open License 2.0,,,"all,data",https://spdx.org/licenses/etalab-2.0,spdx,
gsoap-1.3b,gSOAP Public License v1.3b,,,all,https://spdx.org/licenses/gSOAP-1.3b,spdx,
gnuplot,gnuplot License,,,all,https://spdx.org/licenses/gnuplot,spdx,
imatix,iMatix Standard Function Library Agreement,,,all,https://spdx.org/licenses/iMatix,spdx,
libpng-2.0,PNG Reference Library version 2,,,"all,software",https://spdx.org/licenses/libpng-2.0,spdx,
libselinux-1.0,libselinux public domain notice,,,all,https://spdx.org/licenses/libselinux-1.0,spdx,
libtiff,libtiff License,,,all,https://spdx.org/licenses/libtiff,spdx,
mpich2,mpich2 License,,,all,https://spdx.org/licenses/mpich2,spdx,
psfrag,psfrag License,,,all,https://spdx.org/licenses/psfrag,spdx,
psutils,psutils License,,,all,https://spdx.org/licenses/psutils,spdx,
xinetd,xinetd License,,,all,https://spdx.org/licenses/xinetd,spdx,
xpp,XPP License,,,all,https://spdx.org/licenses/xpp,spdx,
zlib-acknowledgement,zlib/libpng License with Acknowledgement,,,"all,software",https://spdx.org/licenses/zlib-acknowledgement,spdx,
